mueble,name,abbr,material,color,ancho(cm),largo(cm),are(cm),veta,canto,canto_len(cm),posicion,cantidad,x(cm),y(cm),z(cm)
ARMARIO_GRANDE,armbg_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajonA_X10.001,ARGR_O_VF_CA52,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_GRANDE,armbg_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajonA_X10.001,ARGR_O_VF_CA52,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_GRANDE,armbg_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajonA_X10.001,ARGR_O_VF_CA52,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_GRANDE,armbg_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajonA_X10.001,ARGR_O_VF_CA52,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X10.001,ARGR_O_H_CA53,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.5
ARMARIO_GRANDE,armbg_mdf_verticalback_osc_vetaN_cntANANLNLN_baseA.001,ARGR_O_VP_BA54,MDF,OSCURO,183.0,208.0,38064.0,NO_TIENE,,0,VERICAL_POSTERIOR,1,183.0,0.6,208.0
ARMARIO_GRANDE,armbg_mdf_verticalback_osc_vetaN_cntANANLNLN_baseA.002,ARGR_O_VP_BA55,MDF,OSCURO,78.0,208.0,16224.0,NO_TIENE,,0,VERICAL_POSTERIOR,1,78.0,0.6,208.0
ARMARIO_GRANDE,armbg_mdf_verticalback_osc_vetaN_cntANANLNLN_baseC.001,ARGR_O_VP_BA56,MDF,OSCURO,10.0,183.0,1830.0,NO_TIENE,,0,VERICAL_POSTERIOR,1,183.0,0.6,10.0
ARMARIO_GRANDE,armbg_mdf_verticalback_osc_vetaN_cntANANLNLN_baseD.001,ARGR_O_VP_BA57,MDF,OSCURO,10.0,78.0,780.0,NO_TIENE,,0,VERICAL_POSTERIOR,1,78.0,0.6,10.0
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLCLN_baseC.001,ARPE_O_H_BA58,AGLOMERADO,OSCURO,48.5,112.5,5456.25,NO_TIENE,LARGO/CLARO:112.5;,112.5,HORIZONTAL,1,112.5,48.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLCLN_paneA.001,ARPE_O_H_PA59,AGLOMERADO,OSCURO,48.5,112.5,5456.25,NO_TIENE,LARGO/CLARO:112.5;,112.5,HORIZONTAL,1,112.5,48.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLOLN_paneA.001,ARPE_O_H_PA60,AGLOMERADO,OSCURO,45.0,112.5,5062.5,NO_TIENE,LARGO/OSCURO:112.5;,112.5,HORIZONTAL,1,112.5,45.0,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLOLN_paneC.001,ARPE_O_H_PA61,AGLOMERADO,OSCURO,45.0,55.0,2475.0,NO_TIENE,LARGO/OSCURO:55.0;,55.0,HORIZONTAL,1,55.0,45.0,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLOLN_paneC.002,ARPE_O_H_PA62,AGLOMERADO,OSCURO,45.0,55.0,2475.0,NO_TIENE,LARGO/OSCURO:55.0;,55.0,HORIZONTAL,1,55.0,45.0,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLOLN_paneD.001,ARPE_O_H_PA63,AGLOMERADO,OSCURO,45.0,55.0,2475.0,NO_TIENE,LARGO/OSCURO:55.0;,55.0,HORIZONTAL,1,55.0,45.0,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntANANLOLN_paneD.002,ARPE_O_H_PA64,AGLOMERADO,OSCURO,45.0,56.0,2520.0,NO_TIENE,LARGO/OSCURO:56.0;,56.0,HORIZONTAL,1,56.0,45.0,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneA.001,ARPE_O_H_PA65,AGLOMERADO,OSCURO,20.0,43.5,870.0,NO_TIENE,ANCHO/OSCURO:20.0;,20.0,HORIZONTAL,1,20.0,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneA.002,ARPE_O_H_PA66,AGLOMERADO,OSCURO,20.0,43.5,870.0,NO_TIENE,ANCHO/OSCURO:20.0;,20.0,HORIZONTAL,1,20.0,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneA.003,ARPE_O_H_PA67,AGLOMERADO,OSCURO,20.0,43.5,870.0,NO_TIENE,ANCHO/OSCURO:20.0;,20.0,HORIZONTAL,1,20.0,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneB.001,ARPE_O_H_PA68,AGLOMERADO,OSCURO,34.5,43.5,1500.75,NO_TIENE,ANCHO/OSCURO:34.5;,34.5,HORIZONTAL,1,34.5,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneB.002,ARPE_O_H_PA69,AGLOMERADO,OSCURO,34.5,43.5,1500.75,NO_TIENE,ANCHO/OSCURO:34.5;,34.5,HORIZONTAL,1,34.5,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneB.003,ARPE_O_H_PA70,AGLOMERADO,OSCURO,34.5,43.5,1500.75,NO_TIENE,ANCHO/OSCURO:34.5;,34.5,HORIZONTAL,1,34.5,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneB.004,ARPE_O_H_PA71,AGLOMERADO,OSCURO,34.5,43.5,1500.75,NO_TIENE,ANCHO/OSCURO:34.5;,34.5,HORIZONTAL,1,34.5,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_horizontal_osc_vetaN_cntAOANLNLN_paneB.005,ARPE_O_H_PA72,AGLOMERADO,OSCURO,34.5,43.5,1500.75,NO_TIENE,ANCHO/OSCURO:34.5;,34.5,HORIZONTAL,1,34.5,43.5,1.5
ARMARIO_PEQUE,armsm_aglo_verticalat_cla_vetaL_cntACACLCLN_paneA.001,ARPE_C_VL_PA73,AGLOMERADO,CLARO,48.5,218.0,10573.0,LARGO,ANCHO/CLARO:48.5;ANCHO/CLARO:48.5;LARGO/CLARO:218.0;,315.0,VERICAL_LATERAL,1,1.5,48.5,218.0
ARMARIO_PEQUE,armsm_aglo_verticalat_cla_vetaL_cntACACLCLN_paneA.002,ARPE_C_VL_PA74,AGLOMERADO,CLARO,48.5,218.0,10573.0,LARGO,ANCHO/CLARO:48.5;ANCHO/CLARO:48.5;LARGO/CLARO:218.0;,315.0,VERICAL_LATERAL,1,1.5,48.5,218.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLN_paneA.001,ARPE_O_VL_PA75,AGLOMERADO,OSCURO,45.0,183.5,8257.5,NO_TIENE,LARGO/OSCURO:183.5;,183.5,VERICAL_LATERAL,1,1.5,45.0,183.5
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLN_paneA.017,ARPE_O_VL_PA76,AGLOMERADO,OSCURO,45.0,198.5,8932.5,NO_TIENE,LARGO/OSCURO:198.5;,198.5,VERICAL_LATERAL,1,1.5,45.0,198.5
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.001,ARPE_O_VL_CA77,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.001,ARPE_O_VL_CA77,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.001,ARPE_O_VL_CA77,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.001,ARPE_O_VL_CA77,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.001,ARPE_O_VL_CA77,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.002,ARPE_O_VL_CA78,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.002,ARPE_O_VL_CA78,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.002,ARPE_O_VL_CA78,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.002,ARPE_O_VL_CA78,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntANANLOLO_cajonA_X5.002,ARPE_O_VL_CA78,AGLOMERADO,OSCURO,10.0,40.0,400.0,NO_TIENE,LARGO/OSCURO:40.0;LARGO/OSCURO:40.0;,80.0,VERICAL_LATERAL,1,1.48,40.0,10.0
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntAOANLNLN_paneC.001,ARPE_O_VL_PA79,AGLOMERADO,OSCURO,13.5,45.0,607.5,NO_TIENE,ANCHO/OSCURO:13.5;,13.5,VERICAL_LATERAL,1,1.5,45.0,13.5
ARMARIO_PEQUE,armsm_aglo_verticalat_osc_vetaN_cntAOANLNLN_paneC.002,ARPE_O_VL_PA80,AGLOMERADO,OSCURO,13.5,45.0,607.5,NO_TIENE,ANCHO/OSCURO:13.5;,13.5,VERICAL_LATERAL,1,1.5,45.0,13.5
ARMARIO_PEQUE,armsm_aglo_verticalback_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VP_CA81,AGLOMERADO,OSCURO,10.0,51.7,517.0,NO_TIENE,ANCHO/OSCURO:10.0;ANCHO/OSCURO:10.0;LARGO/OSCURO:51.7;LARGO/OSCURO:51.7;,123.4,VERICAL_POSTERIOR,1,51.7,1.5,10.0
ARMARIO_PEQUE,armsm_aglo_verticalback_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VP_CA81,AGLOMERADO,OSCURO,10.0,51.7,517.0,NO_TIENE,ANCHO/OSCURO:10.0;ANCHO/OSCURO:10.0;LARGO/OSCURO:51.7;LARGO/OSCURO:51.7;,123.4,VERICAL_POSTERIOR,1,51.7,1.5,10.0
ARMARIO_PEQUE,armsm_aglo_verticalback_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VP_CA81,AGLOMERADO,OSCURO,10.0,51.7,517.0,NO_TIENE,ANCHO/OSCURO:10.0;ANCHO/OSCURO:10.0;LARGO/OSCURO:51.7;LARGO/OSCURO:51.7;,123.4,VERICAL_POSTERIOR,1,51.7,1.5,10.0
ARMARIO_PEQUE,armsm_aglo_verticalback_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VP_CA81,AGLOMERADO,OSCURO,10.0,51.7,517.0,NO_TIENE,ANCHO/OSCURO:10.0;ANCHO/OSCURO:10.0;LARGO/OSCURO:51.7;LARGO/OSCURO:51.7;,123.4,VERICAL_POSTERIOR,1,51.7,1.5,10.0
ARMARIO_PEQUE,armsm_aglo_verticalback_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VP_CA81,AGLOMERADO,OSCURO,10.0,51.7,517.0,NO_TIENE,ANCHO/OSCURO:10.0;ANCHO/OSCURO:10.0;LARGO/OSCURO:51.7;LARGO/OSCURO:51.7;,123.4,VERICAL_POSTERIOR,1,51.7,1.5,10.0
ARMARIO_PEQUE,armsm_aglo_verticalfront_cla_vetaL_cntACACLCLC_puertaA.001,ARPE_C_VF_PU82,AGLOMERADO,CLARO,57.0,214.5,12226.5,LARGO,ANCHO/CLARO:57.0;ANCHO/CLARO:57.0;LARGO/CLARO:214.5;LARGO/CLARO:214.5;,543.0,VERICAL_FRONTAL,1,57.0,1.5,214.5
ARMARIO_PEQUE,armsm_aglo_verticalfront_cla_vetaL_cntACACLCLC_puertaA.002,ARPE_C_VF_PU83,AGLOMERADO,CLARO,57.0,214.5,12226.5,LARGO,ANCHO/CLARO:57.0;ANCHO/CLARO:57.0;LARGO/CLARO:214.5;LARGO/CLARO:214.5;,543.0,VERICAL_FRONTAL,1,57.0,1.5,214.5
ARMARIO_PEQUE,armsm_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VF_CA84,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_PEQUE,armsm_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VF_CA84,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_PEQUE,armsm_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VF_CA84,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_PEQUE,armsm_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VF_CA84,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_PEQUE,armsm_aglo_verticalfront_osc_vetaN_cntAOAOLOLO_cajon_X5.001,ARPE_O_VF_CA84,AGLOMERADO,OSCURO,15.0,53.18,797.7,NO_TIENE,ANCHO/OSCURO:15.0;ANCHO/OSCURO:15.0;LARGO/OSCURO:53.18;LARGO/OSCURO:53.18;,136.36,VERICAL_FRONTAL,1,53.18,1.5,15.0
ARMARIO_PEQUE,armsm_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X5.001,ARPE_O_H_CA85,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.6
ARMARIO_PEQUE,armsm_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X5.001,ARPE_O_H_CA85,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.6
ARMARIO_PEQUE,armsm_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X5.001,ARPE_O_H_CA85,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.6
ARMARIO_PEQUE,armsm_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X5.001,ARPE_O_H_CA85,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.6
ARMARIO_PEQUE,armsm_mdf_horizontal_osc_vetaN_cntANANLNLN_cajonA_X5.001,ARPE_O_H_CA85,MDF,OSCURO,40.5,50.22,2033.91,NO_TIENE,,0,HORIZONTAL,1,50.22,40.5,0.6
ARMARIO_PEQUE,armsm_mdf_verticalback_osc_vetaN_cntANANLNLN_baseA.001,ARPE_O_VP_BA86,MDF,OSCURO,115.5,218.0,25179.0,NO_TIENE,,0,VERICAL_POSTERIOR,1,115.5,0.6,218.0
